City,Sport,Discipline,Athlete Name,Country,Gender,Event,Medal
Athens,Aquatics,Swimming," HAJOS, Alfred ",HUN,Men,100M Freestyle,Gold Medal
Athens,Aquatics,Swimming," HERSCHMANN, Otto ",AUT,Men,100M Freestyle,Silver
Athens,Aquatics,Swimming," DRIVAS, Dimitrios ",GRE,Men,100M Freestyle For Sailors,Bronze
Athens,Aquatics,Swimming," Malokinis, Ioannis ",GRE,Men,100M Freestyle For Sailors,Gold Medal
Athens,Aquatics,Swimming," Chasapis, Spiridon ",GRE,Men,100M Freestyle For Sailors,Silver
Athens,Aquatics,Swimming," Chorophas, Efstathios ",GRE,Men,1200M Freestyle,Bronze
Athens,Aquatics,Swimming," Hajos, Alfred ",HUN,Men,1200M Freestyle,Gold Medal
Athens,Aquatics,Swimming," Andreou, Joannis ",GRE,Men,1200M Freestyle,Silver
Athens,Aquatics,Swimming," Chorophas, Efstathios ",GRE,Men,400M Freestyle,Bronze
Athens,Aquatics,Swimming," Neumann, Paul ",AUT,Men,400M Freestyle,Gold Medal
Athens,Aquatics,Swimming," Pepanos, Antonios ",GRE,Men,400M Freestyle,Silver
Athens,Athletics,Athletics," Lane, Francis ",USA,Men,100M,Bronze
Athens,Athletics,Athletics," Szokolyi, Alajos ",HUN,Men,100M,Bronze
Athens,Athletics,Athletics," BURKE, Thomas ",USA,Men,100M,Gold
Athens,Athletics,Athletics," HOFMANN, Fritz ",GER,Men,100M,Silver
Athens,Athletics,Athletics," CURTIS, Thomas ",USA,Men,110M Hurdles,Gold
Athens,Athletics,Athletics," GOULDING, Grantley ",GBR,Men,110M Hurdles,Silver
Athens,Athletics,Athletics," LERMUSIAUX, Albin ",FRA,Men,1500M,Bronze
Athens,Athletics,Athletics," FLACK, Edwin ",AUS,Men,1500M,Gold
Athens,Athletics,Athletics," BLAKE, Arthur ",USA,Men,1500M,Silver
Athens,Athletics,Athletics," GMELIN, Charles ",GBR,Men,400M,Bronze
Athens,Athletics,Athletics," BURKE, Thomas ",USA,Men,400M,Gold
Athens,Athletics,Athletics," JAMISON, Herbert ",USA,Men,400M,Silver
Athens,Athletics,Athletics," GOLEMIS, Dimitrios ",GRE,Men,800M,Bronze
Athens,Athletics,Athletics," FLACK, Edwin ",AUS,Men,800M,Gold
Athens,Athletics,Athletics," DANI, Nandor ",HUN,Men,800M,Silver
Athens,Athletics,Athletics," VERSIS, Sotirios ",GRE,Men,Discus Throw,Bronze
Athens,Athletics,Athletics," GARRETT, Robert ",USA,Men,Discus Throw,Gold
Athens,Athletics,Athletics," PARASKEVOPOULOS, Panagiotis ",GRE,Men,Discus Throw,Silver
Athens,Athletics,Athletics," CLARK, Ellery ",USA,Men,High Jump,Gold
Athens,Athletics,Athletics," CONNOLLY, James ",USA,Men,High Jump,Silver
Athens,Athletics,Athletics," GARRETT, Robert ",USA,Men,High Jump,Silver
Athens,Athletics,Athletics," CONNOLLY, James ",USA,Men,Long Jump,Bronze
Athens,Athletics,Athletics," CLARK, Ellery ",USA,Men,Long Jump,Gold
Athens,Athletics,Athletics," GARRETT, Robert ",USA,Men,Long Jump,Silver
Athens,Athletics,Athletics," KELLNER, Gyula ",HUN,Men,Marathon,Bronze
Athens,Athletics,Athletics," LOUIS, Spyridon ",GRE,Men,Marathon,Gold
Athens,Athletics,Athletics," VASILAKOS, Kharilaos ",GRE,Men,Marathon,Silver
Athens,Athletics,Athletics," DAMASKOS, Evangelos ",GRE,Men,Pole Vault,Bronze
Athens,Athletics,Athletics," THEODOROPOULOS, Ioannis ",GRE,Men,Pole Vault,Bronze
Athens,Athletics,Athletics," HOYT, William Welles ",USA,Men,Pole Vault,Gold
Athens,Athletics,Athletics," TYLER, Albert ",USA,Men,Pole Vault,Silver
Athens,Athletics,Athletics," PAPASIDERIS, Georgios ",GRE,Men,Shot Put,Bronze
Athens,Athletics,Athletics," GARRETT, Robert ",USA,Men,Shot Put,Gold
Athens,Athletics,Athletics," GOUSKOS, Miltiadis ",GRE,Men,Shot Put,Silver
Athens,Athletics,Athletics," PERSAKIS, Ioannis ",GRE,Men,Triple Jump,Bronze
Athens,Athletics,Athletics," CONNOLLY, James ",USA,Men,Triple Jump,Gold
Athens,Athletics,Athletics," TUFFERI, Alexandre ",FRA,Men,Triple Jump,Silver
Athens,Cycling,Cycling Road," BATTEL, Edward ",GBR,Men,Individual Road Race,Bronze
Athens,Cycling,Cycling Road," KONSTANTINIDIS, Aristidis ",GRE,Men,Individual Road Race,Gold
Athens,Cycling,Cycling Road," GOEDRICH, August ",GER,Men,Individual Road Race,Silver
Athens,Cycling,Cycling Track," FLAMENG, Léon ",FRA,Men,100KM,Gold
Athens,Cycling,Cycling Track," KOLETTIS, Georgios ",GRE,Men,100KM,Silver
Athens,Cycling,Cycling Track," SCHMAL, Adolf ",AUT,Men,10KM,Bronze
Athens,Cycling,Cycling Track," MASSON, Paul ",FRA,Men,10KM,Gold
Athens,Cycling,Cycling Track," FLAMENG, Léon ",FRA,Men,10KM,Silver
Athens,Cycling,Cycling Track," SCHMAL, Adolf ",AUT,Men,12-Hour Race,Gold
Athens,Cycling,Cycling Track," KEEPING, Frank ",GBR,Men,12-Hour Race,Silver
Athens,Cycling,Cycling Track," SCHMAL, Adolf ",AUT,Men,1KM Time Trial,Bronze
Athens,Cycling,Cycling Track," MASSON, Paul ",FRA,Men,1KM Time Trial,Gold
Athens,Cycling,Cycling Track," NIKOLOPOULOS, Stamatios ",GRE,Men,1KM Time Trial,Silver
Athens,Cycling,Cycling Track," FLAMENG, Léon ",FRA,Men,Sprint Indivual,Bronze
Athens,Cycling,Cycling Track," MASSON, Paul ",FRA,Men,Sprint Indivual,Gold
Athens,Cycling,Cycling Track," NIKOLOPOULOS, Stamatios ",GRE,Men,Sprint Indivual,Silver
Athens,Fencing,Fencing," PIERRAKOS-MAVROMICHALIS, Perikles ",GRE,Men,Foil Individual,Bronze
Athens,Fencing,Fencing," GRAVELOTTE, Eugène-Henri ",FRA,Men,Foil Individual,Gold
Athens,Fencing,Fencing," CALLOT, Henri ",FRA,Men,Foil Individual,Silver
Athens,Fencing,Fencing," PYRGOS, Leonidas ",GRE,Men,"Foil, Masters",Gold
Athens,Fencing,Fencing," PERRONNET, Maurice ",FRA,Men,"Foil, Masters",Silver
Athens,Fencing,Fencing," NIELSEN, Holger ",DEN,Men,Sabre Individual,Bronze
Athens,Fencing,Fencing," GEORGIADIS, Ioannis ",GRE,Men,Sabre Individual,Gold
Athens,Fencing,Fencing," KARAKALOS, Telemachos ",GRE,Men,Sabre Individual,Silver
Athens,Gymnastics,Artistic G.," WEINGÄRTNER, Hermann ",GER,Men,Horizontal Bar,Gold
Athens,Gymnastics,Artistic G.," FLATOW, Alfred ",GER,Men,Horizontal Bar,Silver
Athens,Gymnastics,Artistic G.," FLATOW, Alfred ",GER,Men,Parallel Bars,Gold
Athens,Gymnastics,Artistic G.," ZUTTER, Louis ",SUI,Men,Parallel Bars,Silver
Athens,Gymnastics,Artistic G.," ZUTTER, Louis ",SUI,Men,Pommel Horse,Gold
Athens,Gymnastics,Artistic G.," WEINGÄRTNER, Hermann ",GER,Men,Pommel Horse,Silver
Athens,Gymnastics,Artistic G.," PERSAKIS, Petros ",GRE,Men,Rings,Bronze
Athens,Gymnastics,Artistic G.," MITROPOULOS, Ioannis ",GRE,Men,Rings,Gold
Athens,Gymnastics,Artistic G.," WEINGÄRTNER, Hermann ",GER,Men,Rings,Silver
Athens,Gymnastics,Artistic G.," HOFMANN, Fritz ",GER,Men,Rope Climbing,Bronze
Athens,Gymnastics,Artistic G.," ANDRIAKOPOULOS, Nicolaos ",GRE,Men,Rope Climbing,Gold
Athens,Gymnastics,Artistic G.," XENAKIS, Thomasios ",GRE,Men,Rope Climbing,Silver
Athens,Gymnastics,Artistic G.," BÖCKER, Konrad ",GER,Men,"Team, Horizontal Bar",Gold
Athens,Gymnastics,Artistic G.," FLATOW, Alfred ",GER,Men,"Team, Horizontal Bar",Gold
Athens,Gymnastics,Artistic G.," FLATOW, Gustav Felix ",GER,Men,"Team, Horizontal Bar",Gold
Athens,Gymnastics,Artistic G.," HILMAR, Georg ",GER,Men,"Team, Horizontal Bar",Gold
Athens,Gymnastics,Artistic G.," HOFMANN, Fritz ",GER,Men,"Team, Horizontal Bar",Gold
Athens,Gymnastics,Artistic G.," MANTEUFFEL, Fritz ",GER,Men,"Team, Horizontal Bar",Gold
Athens,Gymnastics,Artistic G.," NEUKIRCH, Karl ",GER,Men,"Team, Horizontal Bar",Gold
Athens,Gymnastics,Artistic G.," RÖSTEL, Richard ",GER,Men,"Team, Horizontal Bar",Gold
Athens,Gymnastics,Artistic G.," SCHUFT, Gustav ",GER,Men,"Team, Horizontal Bar",Gold
Athens,Gymnastics,Artistic G.," SCHUMANN, Carl ",GER,Men,"Team, Horizontal Bar",Gold
Athens,Gymnastics,Artistic G.," WEINGÄRTNER, Hermann ",GER,Men,"Team, Horizontal Bar",Gold
Athens,Gymnastics,Artistic G.," CHRYSAPHIS, Ioannis ",GRE,Men,"Team, Parallel Bars",Bronze
Athens,Gymnastics,Artistic G.," KARVELAS, Phillippos ",GRE,Men,"Team, Parallel Bars",Bronze
Athens,Gymnastics,Artistic G.," LOUNDRAS, Dimitrios ",GRE,Men,"Team, Parallel Bars",Bronze
Athens,Gymnastics,Artistic G.," MITROPOULOS, Ioannis ",GRE,Men,"Team, Parallel Bars",Bronze
Athens,Gymnastics,Artistic G.," BÖCKER, Konrad ",GER,Men,"Team, Parallel Bars",Gold
Athens,Gymnastics,Artistic G.," FLATOW, Alfred ",GER,Men,"Team, Parallel Bars",Gold
Athens,Gymnastics,Artistic G.," FLATOW, Gustav Felix ",GER,Men,"Team, Parallel Bars",Gold
Athens,Gymnastics,Artistic G.," HILMAR, Georg ",GER,Men,"Team, Parallel Bars",Gold
Athens,Gymnastics,Artistic G.," HOFMANN, Fritz ",GER,Men,"Team, Parallel Bars",Gold
Athens,Gymnastics,Artistic G.," MANTEUFFEL, Fritz ",GER,Men,"Team, Parallel Bars",Gold
Athens,Gymnastics,Artistic G.," NEUKIRCH, Karl ",GER,Men,"Team, Parallel Bars",Gold
Athens,Gymnastics,Artistic G.," RÖSTEL, Richard ",GER,Men,"Team, Parallel Bars",Gold
Athens,Gymnastics,Artistic G.," SCHUFT, Gustav ",GER,Men,"Team, Parallel Bars",Gold
Athens,Gymnastics,Artistic G.," SCHUMANN, Carl ",GER,Men,"Team, Parallel Bars",Gold
Athens,Gymnastics,Artistic G.," WEINGÄRTNER, Hermann ",GER,Men,"Team, Parallel Bars",Gold
Athens,Gymnastics,Artistic G.," ANDRIAKOPOULOS, Nicolaos ",GRE,Men,"Team, Parallel Bars",Silver
Athens,Gymnastics,Artistic G.," ATHANASOPOULOS, Spyros ",GRE,Men,"Team, Parallel Bars",Silver
Athens,Gymnastics,Artistic G.," PERSAKIS, Petros ",GRE,Men,"Team, Parallel Bars",Silver
Athens,Gymnastics,Artistic G.," XENAKIS, Thomasios ",GRE,Men,"Team, Parallel Bars",Silver
Athens,Gymnastics,Artistic G.," WEINGÄRTNER, Hermann ",GER,Men,Vault,Bronze
Athens,Gymnastics,Artistic G.," SCHUMANN, Carl ",GER,Men,Vault,Gold
Athens,Gymnastics,Artistic G.," ZUTTER, Louis ",SUI,Men,Vault,Silver
Athens,Shooting,Shooting," MORAKIS, Nikolaos ",GRE,Men,25M Army Pistol,Bronze
Athens,Shooting,Shooting," PAINE, John ",USA,Men,25M Army Pistol,Gold
Athens,Shooting,Shooting," PAINE, Sumner ",USA,Men,25M Army Pistol,Silver
Athens,Shooting,Shooting," NIELSEN, Holger ",DEN,Men,25M Rapid Fire Pistol (60 Shots),Bronze
Athens,Shooting,Shooting," PHRANGOUDIS, Joannis ",GRE,Men,25M Rapid Fire Pistol (60 Shots),Gold
Athens,Shooting,Shooting," ORPHANIDIS, Georgios ",GRE,Men,25M Rapid Fire Pistol (60 Shots),Silver
Athens,Shooting,Shooting," PHRANGOUDIS, Joannis ",GRE,Men,50M Pistol (60 Shots),Bronze
Athens,Shooting,Shooting," PAINE, Sumner ",USA,Men,50M Pistol (60 Shots),Gold
Athens,Shooting,Shooting," NIELSEN, Holger ",DEN,Men,50M Pistol (60 Shots),Silver
Athens,Shooting,Shooting," TRIKUPIS, Nicolaos ",GRE,Men,"Army Rifle, 200M",Bronze
Athens,Shooting,Shooting," KARASEVDAS, Pantelis ",GRE,Men,"Army Rifle, 200M",Gold
Athens,Shooting,Shooting," PAVLIDIS, Pavlos ",GRE,Men,"Army Rifle, 200M",Silver
Athens,Shooting,Shooting," JENSEN, Viggo ",DEN,Men,"Army Rifle, 300M",Bronze
Athens,Shooting,Shooting," ORPHANIDIS, Georgios ",GRE,Men,"Army Rifle, 300M",Gold
Athens,Shooting,Shooting," PHRANGOUDIS, Joannis ",GRE,Men,"Army Rifle, 300M",Silver
Athens,Tennis,Tennis," FLACK, Edwin ",ZZX,Men,Doubles,Bronze
Athens,Tennis,Tennis," ROBERTSON, George Stuart ",ZZX,Men,Doubles,Bronze
Athens,Tennis,Tennis," BOLAND, John ",ZZX,Men,Doubles,Gold
Athens,Tennis,Tennis," TRAUN, Friedrich ",ZZX,Men,Doubles,Gold
Athens,Tennis,Tennis," KASDAGLIS, Dionysios ",ZZX,Men,Doubles,Silver
Athens,Tennis,Tennis," PETROKOKKINOS, Demetrios ",ZZX,Men,Doubles,Silver
Athens,Tennis,Tennis," PASPATIS, Konstantinos ",GRE,Men,Singles,Bronze
Athens,Tennis,Tennis," TAPAVICZA, Momcsillo ",HUN,Men,Singles,Bronze
Athens,Tennis,Tennis," BOLAND, John ",GBR,Men,Singles,Gold
Athens,Tennis,Tennis," KASDAGLIS, Dionysios ",GRE,Men,Singles,Silver
Athens,Weightlifting,Weightlifting," NIKOLOPOULOS, Alexandros ",GRE,Men,Heavyweight - One Hand Lift,Bronze
Athens,Weightlifting,Weightlifting," ELLIOTT, Launceston ",GBR,Men,Heavyweight - One Hand Lift,Gold
Athens,Weightlifting,Weightlifting," JENSEN, Viggo ",DEN,Men,Heavyweight - One Hand Lift,Silver
Athens,Weightlifting,Weightlifting," VERSIS, Sotirios ",GRE,Men,Heavyweight - Two Hand Lift,Bronze
Athens,Weightlifting,Weightlifting," JENSEN, Viggo ",DEN,Men,Heavyweight - Two Hand Lift,Gold
Athens,Weightlifting,Weightlifting," ELLIOTT, Launceston ",GBR,Men,Heavyweight - Two Hand Lift,Silver
Athens,Wrestling,Wrestling Gre-R," CHRISTOPOULOS, Stephanos ",GRE,Men,Open Event,Bronze
Athens,Wrestling,Wrestling Gre-R," SCHUMANN, Carl ",GER,Men,Open Event,Gold
Athens,Wrestling,Wrestling Gre-R," TSITAS, Georgios ",GRE,Men,Open Event,Silver
Paris,Aquatics,Swimming," HALMAY, Zoltan ",HUN,Men,1500M Freestyle,Bronze
Paris,Aquatics,Swimming," JARVIS, John Arthur ",GBR,Men,1500M Freestyle,Gold
Paris,Aquatics,Swimming," WAHLE, Otto ",AUT,Men,1500M Freestyle,Silver
Paris,Aquatics,Swimming," DROST, Johannes ",NED,Men,200M Backstroke,Bronze
Paris,Aquatics,Swimming," HOPPENBERG, Ernst ",GER,Men,200M Backstroke,Gold
Paris,Aquatics,Swimming," RUBERL, Karl ",AUT,Men,200M Backstroke,Silver
Paris,Aquatics,Swimming," RUBERL, Karl ",AUT,Men,200M Freestyle,Bronze
Paris,Aquatics,Swimming," LANE, Frederick C.V. ",AUS,Men,200M Freestyle,Gold
Paris,Aquatics,Swimming," HALMAY, Zoltan ",HUN,Men,200M Freestyle,Silver
Paris,Aquatics,Swimming," KEMP, Peter ",GBR,Men,200M Obstacle Event,Bronze
Paris,Aquatics,Swimming," LANE, Frederick C.V. ",AUS,Men,200M Obstacle Event,Gold
Paris,Aquatics,Swimming," WAHLE, Otto ",AUT,Men,200M Obstacle Event,Silver
Paris,Aquatics,Swimming, HOUBEN ,FRA,Men,200M Team Swimming,Bronze
Paris,Aquatics,Swimming," LEUILLIEUX, Jean ",FRA,Men,200M Team Swimming,Bronze
Paris,Aquatics,Swimming," MARTIN, Louis ",FRA,Men,200M Team Swimming,Bronze
Paris,Aquatics,Swimming," MERCHEZ, Désiré ",FRA,Men,200M Team Swimming,Bronze
Paris,Aquatics,Swimming, TARTARA ,FRA,Men,200M Team Swimming,Bronze
Paris,Aquatics,Swimming," FREY, Julius ",GER,Men,200M Team Swimming,Gold
Paris,Aquatics,Swimming," HAINLE, Max ",GER,Men,200M Team Swimming,Gold
Paris,Aquatics,Swimming," HOPPENBERG, Ernst ",GER,Men,200M Team Swimming,Gold
Paris,Aquatics,Swimming," SCHÖNE, Max ",GER,Men,200M Team Swimming,Gold
Paris,Aquatics,Swimming," VON PETERSDORFF, Herbert ",GER,Men,200M Team Swimming,Gold
Paris,Aquatics,Swimming, BERTRAND ,FRA,Men,200M Team Swimming,Silver
Paris,Aquatics,Swimming, CADET ,FRA,Men,200M Team Swimming,Silver
Paris,Aquatics,Swimming," HOCHEPIED, Maurice ",FRA,Men,200M Team Swimming,Silver
Paris,Aquatics,Swimming," HOCHEPIED, Victor ",FRA,Men,200M Team Swimming,Silver
Paris,Aquatics,Swimming, VERBECKE ,FRA,Men,200M Team Swimming,Silver
Paris,Aquatics,Swimming," MARTIN, Louis ",FRA,Men,4000M Freestyle,Bronze
Paris,Aquatics,Swimming," JARVIS, John Arthur ",GBR,Men,4000M Freestyle,Gold
Paris,Aquatics,Swimming," HALMAY, Zoltan ",HUN,Men,4000M Freestyle,Silver
Paris,Aquatics,Swimming," LYKKEBERG, Peder ",DEN,Men,Underwater Swimming,Bronze
Paris,Aquatics,Swimming," DE VENDEVILLE, Charles ",FRA,Men,Underwater Swimming,Gold
Paris,Aquatics,Swimming," SIX, André ",FRA,Men,Underwater Swimming,Silver
Paris,Aquatics,Water polo," BURGESS, Thomas ",FRA,Men,Water Polo,Bronze
Paris,Aquatics,Water polo, COULON ,FRA,Men,Water Polo,Bronze
Paris,Aquatics,Water polo," DECUYPER, Alphonse ",FRA,Men,Water Polo,Bronze
Paris,Aquatics,Water polo, DEVENOT ,FRA,Men,Water Polo,Bronze
Paris,Aquatics,Water polo, FARDELLE ,FRA,Men,Water Polo,Bronze
Paris,Aquatics,Water polo, FAVIER ,FRA,Men,Water Polo,Bronze
Paris,Aquatics,Water polo," LAUFRAY, Louis ",FRA,Men,Water Polo,Bronze
Paris,Aquatics,Water polo, LERICHE ,FRA,Men,Water Polo,Bronze
Paris,Aquatics,Water polo," MARTIN, Louis ",FRA,Men,Water Polo,Bronze
Paris,Aquatics,Water polo," MERCHEZ, Désiré ",FRA,Men,Water Polo,Bronze
Paris,Aquatics,Water polo," PESLIER, Henri ",FRA,Men,Water Polo,Bronze
Paris,Aquatics,Water polo, PESLOY ,FRA,Men,Water Polo,Bronze
Paris,Aquatics,Water polo," TREFFEL, Charles ",FRA,Men,Water Polo,Bronze
Paris,Aquatics,Water polo," VASSEUR, Paul ",FRA,Men,Water Polo,Bronze
Paris,Aquatics,Water polo," COE, Thomas ",GBR,Men,Water Polo,Gold
Paris,Aquatics,Water polo," DERBYSHIRE, John Henry ",GBR,Men,Water Polo,Gold
Paris,Aquatics,Water polo," KEMP, Peter ",GBR,Men,Water Polo,Gold
Paris,Aquatics,Water polo," LISTER, William ",GBR,Men,Water Polo,Gold
Paris,Aquatics,Water polo," ROBERTSON, Arthur ",GBR,Men,Water Polo,Gold
Paris,Aquatics,Water polo," ROBINSON, Eric ",GBR,Men,Water Polo,Gold
Paris,Aquatics,Water polo," WILKINSON, George ",GBR,Men,Water Polo,Gold
Paris,Aquatics,Water polo," COHEN, Henri ",BEL,Men,Water Polo,Silver
Paris,Aquatics,Water polo," DE BACKER, Jean ",BEL,Men,Water Polo,Silver
Paris,Aquatics,Water polo," DE BEHR, Victor ",BEL,Men,Water Polo,Silver
Paris,Aquatics,Water polo," FEYAERTS, Fernand ",BEL,Men,Water Polo,Silver
Paris,Aquatics,Water polo," GREGOIRE, Oscar ",BEL,Men,Water Polo,Silver
Paris,Aquatics,Water polo," MICHANT, Albert ",BEL,Men,Water Polo,Silver
Paris,Aquatics,Water polo," SONNEMANS, Victor ",BEL,Men,Water Polo,Silver
Paris,Archery,Archery," PETIT, Charles Frédéric ",FRA,Men,"Au Chapelet, 33M",Bronze
Paris,Archery,Archery," VAN INNIS, Hubert ",BEL,Men,"Au Chapelet, 33M",Gold
Paris,Archery,Archery," THIBAUD, Victor ",FRA,Men,"Au Chapelet, 33M",Silver
Paris,Archery,Archery," MERCIER, Emile ",FRA,Men,"Au Chapelet, 50M",Bronze
Paris,Archery,Archery," MOUGIN, Eugène ",FRA,Men,"Au Chapelet, 50M",Gold
Paris,Archery,Archery," HELLE, Henri ",FRA,Men,"Au Chapelet, 50M",Silver
Paris,Archery,Archery," PETIT, Charles Frédéric ",FRA,Men,"Au Cordon Doré, 33M",Bronze
Paris,Archery,Archery," VAN INNIS, Hubert ",BEL,Men,"Au Cordon Doré, 33M",Gold
Paris,Archery,Archery," THIBAUD, Victor ",FRA,Men,"Au Cordon Doré, 33M",Silver
Paris,Archery,Archery," FISSEUX, Emile ",FRA,Men,"Au Cordon Doré, 50M",Bronze
Paris,Archery,Archery," HEROUIN, Henri ",FRA,Men,"Au Cordon Doré, 50M",Gold
Paris,Archery,Archery," VAN INNIS, Hubert ",BEL,Men,"Au Cordon Doré, 50M",Silver
Paris,Archery,Archery," FOULON, Emmanuel ",BEL,Men,Sur La Perche À La Herse,Gold
Paris,Archery,Archery," DRUART, Jr. ",BEL,Men,Sur La Perche À La Herse,Silver
Paris,Archery,Archery," SERRURIER, Auguste ",FRA,Men,Sur La Perche À La Herse,Silver
Paris,Archery,Archery," GLINEUX, Louis ",BEL,Men,Sur La Perche À La Pyramide,Bronze
Paris,Archery,Archery," GRUMIAUX, Emile ",FRA,Men,Sur La Perche À La Pyramide,Gold
Paris,Archery,Archery," SERRURIER, Auguste ",FRA,Men,Sur La Perche À La Pyramide,Silver
Paris,Athletics,Athletics," ROWLEY, Stanley ",AUS,Men,100M,Bronze
Paris,Athletics,Athletics," JARVIS, Francis ",USA,Men,100M,Gold
Paris,Athletics,Athletics," TEWKSBURY, Walter B. John ",USA,Men,100M,Silver
Paris,Athletics,Athletics," MOLONEY, Frederick ",USA,Men,110M Hurdles,Bronze
Paris,Athletics,Athletics," KRAENZLEIN, Alvin ",USA,Men,110M Hurdles,Gold
Paris,Athletics,Athletics," MCLEAN, John ",USA,Men,110M Hurdles,Silver
Paris,Athletics,Athletics," BRAY, John ",USA,Men,1500M,Bronze
Paris,Athletics,Athletics," BENNETT, Charles ",GBR,Men,1500M,Gold
Paris,Athletics,Athletics," DELOGE, Henri ",FRA,Men,1500M,Silver
Paris,Athletics,Athletics," ROWLEY, Stanley ",AUS,Men,200M,Bronze
Paris,Athletics,Athletics," TEWKSBURY, Walter B. John ",USA,Men,200M,Gold
Paris,Athletics,Athletics," PRITCHARD, Norman ",IND,Men,200M,Silver
Paris,Athletics,Athletics," TEWKSBURY, Walter B. John ",USA,Men,200M Hurdles,Bronze
Paris,Athletics,Athletics," KRAENZLEIN, Alvin ",USA,Men,200M Hurdles,Gold
Paris,Athletics,Athletics," PRITCHARD, Norman ",IND,Men,200M Hurdles,Silver
Paris,Athletics,Athletics," CHASTANIE, Jacques ",FRA,Men,3000M Steeplechase,Bronze
Paris,Athletics,Athletics," ORTON, George ",CAN,Men,3000M Steeplechase,Gold
Paris,Athletics,Athletics," ROBINSON, Sidney ",GBR,Men,3000M Steeplechase,Silver
Paris,Athletics,Athletics," ROBINSON, Sidney ",GBR,Men,4000M Steeplechase,Bronze
Paris,Athletics,Athletics," RIMMER, John ",GBR,Men,4000M Steeplechase,Gold
Paris,Athletics,Athletics," BENNETT, Charles ",GBR,Men,4000M Steeplechase,Silver
Paris,Athletics,Athletics," SCHULTZ, Ernst ",DEN,Men,400M,Bronze
Paris,Athletics,Athletics," LONG, Maxwell W.Maxey ",USA,Men,400M,Gold
Paris,Athletics,Athletics," HOLLAND, William ",USA,Men,400M,Silver
Paris,Athletics,Athletics," ORTON, George ",CAN,Men,400M Hurdles,Bronze
Paris,Athletics,Athletics," TEWKSBURY, Walter B. John ",USA,Men,400M Hurdles,Gold
Paris,Athletics,Athletics," TAUZIN, Henri ",FRA,Men,400M Hurdles,Silver
Paris,Athletics,Athletics," BENNETT, Charles ",ZZX,Men,5000M Team,Gold
Paris,Athletics,Athletics," RIMMER, John ",ZZX,Men,5000M Team,Gold
Paris,Athletics,Athletics," ROBINSON, Sidney ",ZZX,Men,5000M Team,Gold
Paris,Athletics,Athletics," ROWLEY, Stanley ",ZZX,Men,5000M Team,Gold
Paris,Athletics,Athletics," TYSOE, Alfred ",ZZX,Men,5000M Team,Gold
Paris,Athletics,Athletics," CASTANET, André ",FRA,Men,5000M Team,Silver
Paris,Athletics,Athletics," CHAMPOUDRY, Michel ",FRA,Men,5000M Team,Silver
Paris,Athletics,Athletics," CHASTANIE, Jacques ",FRA,Men,5000M Team,Silver
Paris,Athletics,Athletics," DELOGE, Henri ",FRA,Men,5000M Team,Silver
Paris,Athletics,Athletics," RAGUENEAU, Gaston ",FRA,Men,5000M Team,Silver
Paris,Athletics,Athletics," ROWLEY, Stanley ",AUS,Men,60M,Bronze
Paris,Athletics,Athletics," KRAENZLEIN, Alvin ",USA,Men,60M,Gold
Paris,Athletics,Athletics," TEWKSBURY, Walter B. John ",USA,Men,60M,Silver
Paris,Athletics,Athletics," HALL, David ",USA,Men,800M,Bronze
Paris,Athletics,Athletics," TYSOE, Alfred ",GBR,Men,800M,Gold
Paris,Athletics,Athletics," CREGAN, John ",USA,Men,800M,Silver
Paris,Athletics,Athletics," SHELDON, Richard ",USA,Men,Discus Throw,Bronze
Paris,Athletics,Athletics," BAUER, Rudolf ",HUN,Men,Discus Throw,Gold
Paris,Athletics,Athletics," JANDA, Frantisek ",BOH,Men,Discus Throw,Silver
Paris,Athletics,Athletics," MCCRACKEN, Josiah ",USA,Men,Hammer Throw,Bronze
Paris,Athletics,Athletics," FLANAGAN, John Jesus ",USA,Men,Hammer Throw,Gold
Paris,Athletics,Athletics," HARE, Thomas Truxton ",USA,Men,Hammer Throw,Silver
Paris,Athletics,Athletics," GÖNCZY, Lajos ",HUN,Men,High Jump,Bronze
Paris,Athletics,Athletics," BAXTER, Irving ",USA,Men,High Jump,Gold
Paris,Athletics,Athletics," LEAHY, Patrick Joseph ",GBR,Men,High Jump,Silver
Paris,Athletics,Athletics," SHELDON, Lewis Pendleton ",USA,Men,"High Jump, Standing",Bronze
Paris,Athletics,Athletics," EWRY, Ray ",USA,Men,"High Jump, Standing",Gold
Paris,Athletics,Athletics," BAXTER, Irving ",USA,Men,"High Jump, Standing",Silver
Paris,Athletics,Athletics," LEAHY, Patrick Joseph ",GBR,Men,Long Jump,Bronze
Paris,Athletics,Athletics," KRAENZLEIN, Alvin ",USA,Men,Long Jump,Gold
Paris,Athletics,Athletics," PRINSTEIN, Meyer ",USA,Men,Long Jump,Silver
Paris,Athletics,Athletics," TORCHEBOEUF, Emile ",FRA,Men,"Long Jump, Standing",Bronze
Paris,Athletics,Athletics," EWRY, Ray ",USA,Men,"Long Jump, Standing",Gold
Paris,Athletics,Athletics," BAXTER, Irving ",USA,Men,"Long Jump, Standing",Silver
Paris,Athletics,Athletics," FAST, Ernst ",SWE,Men,Marathon,Bronze
Paris,Athletics,Athletics," THEATO, Michel ",FRA,Men,Marathon,Gold
Paris,Athletics,Athletics," CHAMPION, Emile ",FRA,Men,Marathon,Silver
Paris,Athletics,Athletics," ANDERSEN, Carl Albert ",NOR,Men,Pole Vault,Bronze
